ticker,mcap_usd,price,name
PRLB,1884327827.0,78.77,Proto Labs Inc. Common stock
MIY,1881845258.0,12.65,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock
VNET,1878964844.0,6.6,VNET Group Inc. American Depositary Shares
CDZIP,1873903670.0,22.13,Cadiz Inc. Depositary Shares
GABC,1872552003.0,49.83,German American Bancorp Inc. Common Stock
HWCPZ,1870542364.0,22.07,Hancock Whitney Corporation 6.25% Subordinated Notes due 206
SGRY,1868203570.0,14.27,Surgery Partners Inc. Common Stock
VET,1866742000.0,12.19,Vermilion Energy Inc. Common (Canada)
PGY,1864567591.0,22.35,Pagaya Technologies Ltd. Class A Ordinary Shares
RBCAA,1863477271.0,94.91,Republic Bancorp Inc. Class A Common Stock
DMRA,1860399865.0,30.14,Damora Therapeutics Inc. Ordinary Shares
RXRX,1858172672.0,3.47,Recursion Pharmaceuticals Inc. Class A Common Stock
LOB,1855278908.0,40.09,Live Oak Bancshares Inc. Common Stock
FLOC,1854951771.0,20.53,Flowco Holdings Inc. Class A Common Stock
PDFS,1853774782.0,43.9,PDF Solutions Inc. Common Stock
ATEN,1853708306.0,25.53,A10 Networks Inc. Common Stock
NTLA,1851073615.0,13.21,Intellia Therapeutics Inc. Common Stock
NBHC,1845941525.0,41.45,National Bank Holdings Corporation Common Stock
OCFC,1844957231.0,19.09,OceanFirst Financial Corp. Common Stock
PDO,1844038941.0,12.65,PIMCO Dynamic Income Opportunities Fund Common Shares of Ben
GT,1843991410.0,6.41,The Goodyear Tire & Rubber Company Common Stock
NHPBP,1842306217.0,25.27,National Healthcare Properties Inc. 7.125% Series B Cumulati
OZKAP,1840724868.0,16.27,Bank OZK 4.625% Series A Non-Cumulative Perpetual Preferred 
GCT,1840505615.0,51.54,GigaCloud Technology Inc Class A Ordinary Shares
NHPAP,1838296448.0,25.21,National Healthcare Properties Inc. 7.375% Series A Cumulati
PSNL,1826811811.0,17.11,Personalis Inc. Common Stock
ATEX,1825614208.0,93.1,Anterix Inc. Common Stock
CMRE,1823904980.0,15.12,Costamare Inc. Common Stock $0.0001 par value
BLFS,1822263791.0,37.26,BioLife Solutions Inc. Common Stock
SBET,1821419920.0,8.38,Sharplink Inc. Common Stock
MBC,1819204981.0,8.94,MasterBrand Inc. Common Stock
MUJ,1818070787.0,12.22,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common S
INBX,1815644126.0,123.36,Inhibrx Biosciences Inc. Common Stock
WKC,1814859478.0,35.48,World Kinect Corporation Common Stock
JSM,1814616444.0,18.25,Navient Corporation 6% Senior Notes due December 15 2043
BL,1811183413.0,31.16,BlackLine Inc. Common Stock
PLAB,1810775166.0,30.71,Photronics Inc. Common Stock
TSLX,1808659347.0,18.97,Sixth Street Specialty Lending Inc. Common Stock
LMAT,1808157805.0,79.06,LeMaitre Vascular Inc. Common Stock
TGLS,1807414456.0,40.74,Tecnoglass Holdings Inc. Common Stock
SONO,1803983180.0,15.25,Sonos Inc. Common Stock
FORTY,1799979049.0,117.51,Formula Systems (1985) Ltd. American Depositary Shares
DCOM,1790770710.0,40.55,Dime Commercial Bancshares Inc. Common Stock
XHR,1786340595.0,19.36,Xenia Hotels & Resorts Inc. Common Stock
TRNI,1781760814.0,25.34,Trinity Capital Inc. 7.875% Notes Due 2029
ETON,1780729311.0,62.3,Eton Pharmaceuticals Inc. Common Stock
SNDX,1779690924.0,19.93,Syndax Pharmaceuticals Inc. Common Stock
TRNZ,1778245106.0,25.29,Trinity Capital Inc. 7.875% Notes due 2029
WMK,1775424835.0,71.75,Weis Markets Inc. Common Stock
HOPE,1773695393.0,13.88,Hope Bancorp Inc. Common Stock
TFIN,1773333063.0,74.22,Triumph Financial Inc. Common Stock
EVTC,1772260396.0,29.66,Evertec Inc. Common Stock
STBA,1772090973.0,50.25,S&T Bancorp Inc. Common Stock
WTFCN,1769632314.0,26.23,Wintrust Financial Corporation Depositary Shares Each Repres
TRIN,1766120379.0,18.65,Trinity Capital Inc. Common Stock
TH,1764828938.0,17.71,Target Hospitality Corp. Common Stock
VIR,1763230282.0,10.42,Vir Biotechnology Inc. Common Stock
INSP,1756883489.0,60.77,Inspire Medical Systems Inc. Common Stock
PRGS,1751662753.0,42.71,Progress Software Corporation Common Stock (DE)
WS,1746195366.0,34.27,Worthington Steel Inc. Common Shares
KRP,1745215122.0,15.21,Kimbell Royalty Partners Common Units Representing Limited P
CNOB,1745053513.0,32.14,ConnectOne Bancorp Inc. Common Stock
EFC,1743846333.0,13.53,Ellington Financial Inc. Common Stock 
RLJ,1743179976.0,11.44,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01
BDJ,1740600198.0,9.84,Blackrock Enhanced Equity Dividend Trust
TPB,1738241537.0,86.7,Turning Point Brands Inc. Common Stock
CXM,1737977414.0,7.42,Sprinklr Inc. Class A Common Stock
TCBK,1735308510.0,54.28,TriCo Bancshares Common Stock
BY,1734706664.0,38.39,Byline Bancorp Inc. Common Stock
WB,1734448358.0,7.06,Weibo Corporation American Depositary Share
FOIL,1733554133.0,22.18,Londian Wason New Energy Tech Inc. American Depositary Share
OPRA,1732150282.0,19.27,Opera Limited American Depositary Shares
ANAB,1729727460.0,58.42,AnaptysBio Inc. Common Stock
FTRE,1727967000.0,18.17,Fortrea Holdings Inc. Common Stock
CASH,1727305050.0,83.15,Pathward Financial Inc. Common Stock
CBL,1722892710.0,55.68,CBL & Associates Properties Inc. Common Stock
ARCO,1722170491.0,8.18,Arcos Dorados Holdings Inc. Class A Shares
IDT,1716677111.0,69.03,IDT Corporation Class B Common Stock
BULLW,1716436692.0,3.24,Webull Corporation Warrants
ANIP,1715418146.0,74.72,ANI Pharmaceuticals Inc.
BCAT,1709614350.0,15.81,BlackRock Capital Allocation Term Trust Common Shares of Ben
TV,1709543172.0,2.77,Grupo Televisa S.A.B. Common Stock
MHD,1707793167.0,11.48,Blackrock MuniHoldings Fund Inc. Common Stock
AFGB,1704036126.0,20.55,American Financial Group Inc. 5.875% Subordinated Debentures
GLP,1699778150.0,50.0,Global Partners LP Common Units representing Limited Partner
NOMD,1698639230.0,11.96,Nomad Foods Limited Ordinary Shares
DXC,1698447464.0,10.63,DXC Technology Company Common Stock 
WEN,1696962377.0,8.9,Wendy's Company (The) Common Stock
VSTS,1696142788.0,12.83,Vestis Corporation Common Stock
BFC,1692107052.0,152.64,Bank First Corporation Common Stock
GLOB,1689184231.0,39.12,Globant S.A. Common Shares
ADAMZ,1685245988.0,18.75,Adamas Trust Inc. 7.000% Series G Cumulative Redeemable Pref
FLNG,1684977512.0,31.15,FLEX LNG Ltd. Ordinary Shares
LILA,1683760500.0,8.6,Liberty Latin America Ltd. Class A Common Stock
FUN,1683103332.0,16.45,Six Flags Entertainment Corporation Common Stock New
MQ,1678073204.0,16.12,Marqeta Inc. Class A Common Stock
ECAT,1676092500.0,15.5,BlackRock ESG Capital Allocation Term Trust Common Shares of
GAB,1675022550.0,5.7,Gabelli Equity Trust Inc. (The) Common Stock
AVLN,1673796002.0,37.76,Avalyn Pharma Inc. Common Stock
WWW,1670870662.0,20.36,Wolverine World Wide Inc. Common Stock
RVLV,1670507370.0,23.5,Revolve Group Inc. Class A Common Stock
MAZE,1670085736.0,30.07,Maze Therapeutics Inc. Common Stock
OXLC,1669684800.0,9.62,Oxford Lane Capital Corp. Common Stock
RZC,1666824999.0,25.52,Reinsurance Group of America Incorporated 7.125% Fixed-Rate 
RQI,1666668063.0,12.41,Cohen & Steers Quality Income Realty Fund Inc Common Shares
LILAK,1666129500.0,8.51,Liberty Latin America Ltd. Class C Common Stock
AGL,1665604076.0,99.19,agilon health inc. Common Stock
JJSF,1663410376.0,89.04,J & J Snack Foods Corp. Common Stock
HUN,1662589280.0,9.48,Huntsman Corporation Common Stock
MQY,1659445364.0,11.15,Blackrock MuniYield Quality Fund Inc. Common Stock
TWFG,1656644245.0,30.65,TWFG Inc. Class A Common Stock
AIN,1656146000.0,58.31,Albany International Corporation Common Stock
SVV,1652083206.0,10.71,Savers Value Village Inc. Common Stock
KMPR,1651616007.0,28.03,Kemper Corporation
ETV,1651044753.0,15.11,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Op
AFGD,1650966388.0,19.91,American Financial Group Inc. 5.625% Subordinated Debentures
QCRH,1649188086.0,100.71,QCR Holdings Inc. Common Stock
IAUX,1640883689.0,1.9,i-80 Gold Corp. Common Shares
UZD,1635720000.0,19.02,Array Digital Infrastructure Inc. 6.250% Senior Notes due 20
FBRX,1634321263.0,76.98,Forte Biosciences Inc. Common Stock
OBK,1633490450.0,52.95,Origin Bancorp Inc. Common Stock
CTS,1632700449.0,57.17,CTS Corporation Common Stock
FRA,1628949057.0,10.95,Blackrock Floating Rate Income Strategies Fund Inc  Common S
EVCM,1628853568.0,9.22,EverCommerce Inc. Common Stock
BCAX,1627854176.0,24.6,Bicara Therapeutics Inc. Common Stock
ADIG,1626654517.0,21.43,ADI Global Distribution Inc. Common Stock
GAM,1625306602.0,67.79,General American Investors Inc. Common Stock
ARDT,1624848849.0,11.52,Ardent Health Inc. Common Stock
IMKTA,1621359935.0,85.36,Ingles Markets Incorporated Class A Common Stock
ALNT,1614898495.0,94.98,Allient Inc. Common Stock
CSWC,1613747886.0,25.32,Capital Southwest Corporation Common Stock
BPOPM,1612639398.0,25.29,Popular Inc. Popular Capital Trust II - 6.125% Cumulative Mo
DSGR,1612464011.0,34.86,Distribution Solutions Group Inc. Common Stock
XNET,1610440740.0,5.06,Xunlei Limited American Depositary Shares
AMPL,1608918930.0,12.88,Amplitude Inc. Class A Common Stock
COUR,1607552000.0,6.08,Coursera Inc. Common Stock
PBT,1605206934.0,34.44,Permian Basin Royalty Trust Common Stock
ABSI,1604590994.0,9.35,Absci Corporation Common Stock
SFL,1603228011.0,12.05,SFL Corporation Ltd
CNXC,1602646963.0,26.27,Concentrix Corporation Common Stock
ICFI,1602392535.0,89.35,ICF International Inc. Common Stock
MYI,1601115599.0,10.76,Blackrock MuniYield Quality Fund III Inc Common Stock
XERS,1599787757.0,8.77,Xeris Biopharma Holdings Inc. Common Stock
YSWY,1599459021.0,25.31,Yesway Inc. Class A Common Stock
MLKN,1597489931.0,23.45,MillerKnoll Inc. Common Stock
TRAX,1597168682.0,44.7,First Tracks Biotherapeutics Inc. Ordinary Shares 
PRG,1594858585.0,40.04,PROG Holdings Inc. Common Stock
GSL,1593512895.0,44.37,Global Ship Lease Inc New Class A Common Shares
TYRA,1592180733.0,26.68,Tyra Biosciences Inc. Common Stock
IIPR,1587144705.0,57.56,Innovative Industrial Properties Inc. Common Stock
HLMN,1581650842.0,8.13,Hillman Solutions Corp. Common Stock
MUC,1579857442.0,10.62,Blackrock MuniHoldings California Quality Fund Inc.  Common 
KOS,1578042275.0,2.65,Kosmos Energy Ltd. Common Shares (DE)
FRMEP,1576950012.0,25.11,First Merchants Corporation Depository Shares
HCSG,1574422714.0,22.94,Healthcare Services Group Inc. Common Stock
AGRO,1571519195.0,10.89,Adecoagro S.A. Common Shares
AAPG,1567953206.0,16.8,Ascentage Pharma Group International American Depository Sha
KMTS,1565875393.0,26.72,Kestra Medical Technologies Ltd. Common Stock
XZO,1553982086.0,17.25,Exzeo Group Inc. Common Stock
VSECU,1553676850.0,55.36,VSE Corporation Tangible Equity Units
PWP,1551161462.0,16.5,Perella Weinberg Partners Class A Common Stock
SBH,1549917044.0,16.55,Sally Beauty Holdings Inc. (Name to be changed from Sally Ho
FCEL,1549512318.0,19.38,FuelCell Energy Inc. Common Stock
TSAT,1547562742.0,42.8,Telesat Corporation Class A Common Shares and Class B Variab
BKT,1546980936.0,10.4,BlackRock Income Trust Inc. (The)
LBRX,1542795044.0,47.83,LB Pharmaceuticals Inc Common Stock
NVAX,1539768352.0,9.34,Novavax Inc. Common Stock
ENR,1533348632.0,22.39,Energizer Holdings Inc. Common Stock
CPRI,1533160327.0,13.49,Capri Holdings Limited Ordinary Shares
ECCC,1532329290.0,25.26,Eagle Point Credit Company 6.50% Series C Term Preferred Sto
INVA,1529436917.0,21.17,Innoviva Inc. Common Stock
LYNX,1529372375.0,13.19,Lyntris Inc. Common Stock
FLO,1527873697.0,7.21,Flowers Foods Inc. Common Stock
OXSQG,1527000747.0,23.95,Oxford Square Capital Corp. 5.50% Notes due 2028
SAFT,1522953203.0,103.74,Safety Insurance Group Inc. Common Stock
CNMD,1518079005.0,50.69,CONMED Corporation Common Stock
ITG,1517201216.0,12.22,ITG Inc. Class A Common Stock
DCH,1517105384.0,6.38,Dauch Corporation Common Stock
AVBP,1516952283.0,30.77,ArriVent BioPharma Inc. Common Stock
AI,1516407697.0,9.76,C3.ai Inc. Class A Common Stock
AESI,1516291861.0,12.13,Atlas Energy Solutions Inc. Common Stock
GIC,1515949805.0,39.78,Global Industrial Company Common Stock
HROW,1512259869.0,40.34,Harrow Inc. Common Stock
FRNM,1511776673.0,14.07,Freenome Inc. Common stock
AMPX,1511203993.0,10.35,Amprius Technologies Inc. Common Stock
BAND,1510405285.0,46.94,Bandwidth Inc. Class A Common Stock
OMCL,1509396512.0,33.09,Omnicell Inc. Common Stock ($0.001 par value)
NCV,1508334867.0,16.69,Virtus Convertible & Income Fund Common Shares of Beneficial
CYD,1505235079.0,40.12,China Yuchai International Limited Common Stock
CNL,1501504426.0,16.19,Collective Mining Ltd. Common Shares
INNV,1498529779.0,11.04,InnovAge Holding Corp. Common Stock
BBAI,1493625346.0,3.12,BigBear.ai Inc. Common Stock
SLSR,1493295832.0,8.94,Solaris Resources Inc. Common Shares
DMC,1492177800.0,31.65,Del Monte Corporation Ordinary Shares
SLBT,1491620954.0,2.66,SL Science Holding Limited Ordinary Shares
PFBC,1486780888.0,103.56,Preferred Bank Common Stock
SLVM,1486237883.0,37.38,Sylvamo Corporation Common Stock
LKFN,1485753097.0,59.77,Lakeland Financial Corporation Common Stock
MUA,1485393273.0,9.98,Blackrock MuniAssets Fund Inc Common Stock
EYE,1484921698.0,18.78,National Vision Holdings Inc. Common Stock
FOR,1483337505.0,29.07,Forestar Group Inc Common Stock 
AFGC,1480977383.0,17.86,American Financial Group Inc. 5.125% Subordinated Debentures
PAHC,1477366957.0,36.42,Phibro Animal Health Corporation Class A Common Stock
TNDM,1475764375.0,21.21,Tandem Diabetes Care Inc. Common Stock
ECCV,1472886083.0,24.28,Eagle Point Credit Company 5.375% Notes due 2029
AMBQ,1467880413.0,60.7,Ambiq Micro Inc. Common Stock
AKTS,1466686189.0,26.37,Aktis Oncology Inc. Common stock
SDGR,1466190309.0,19.6,Schrodinger Inc. Common Stock
OMDA,1465527870.0,23.94,Omada Health Inc. Common Stock
CGEM,1464712835.0,22.76,Cullinan Therapeutics Inc. Common Stock
UZE,1459850000.0,16.98,Array Digital Infrastructure Inc. 5.500% Senior Notes due 20
UZF,1458560000.0,16.96,Array Digital Infrastructure Inc. 5.500% Senior Notes due 20
KMPB,1458348062.0,24.75,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinat
NRP,1457538695.0,110.0,Natural Resource Partners LP Limited Partnership
BHRB,1455888820.0,72.12,Burke & Herbert Financial Services Corp. Common Stock
ENOV,1449811079.0,25.14,Enovis Corporation Common Stock
REPL,1449097971.0,15.38,Replimune Group Inc. Common Stock
AMAL,1446270110.0,48.37,Amalgamated Financial Corp. Common Stock (DE)
GBX,1444109844.0,46.67,Greenbrier Companies Inc. (The) Common Stock
BRUN,1443889366.0,18.16,Boost Run Inc. Class A Common Stock
FMC,1443239319.0,11.53,FMC Corporation Common Stock
AMSC,1442122597.0,29.77,American Superconductor Corporation Common Stock
ATEC,1441800794.0,9.34,Alphatec Holdings Inc. Common Stock
TRS,1441053478.0,40.17,TriMas Corporation Common Stock
HLX,1440663419.0,9.78,Helix Energy Solutions Group Inc. Common Stock
LTGO,1438665183.0,22.75,Latigo Biotherapeutics Inc. Common Stock
AZTA,1436696248.0,32.8,Azenta Inc.
PICS,1436477914.0,11.09,PicS N.V. Class A Common Shares
BJRI,1435979138.0,67.5,BJ's Restaurants Inc. Common Stock
VZLA,1431464972.0,4.05,Vizsla Silver Corp. Common Shares
WOLF,1430610715.0,27.0,Wolfspeed Inc. Common Stock New
ELE,1429524781.0,22.23,Elemental Royalty Corporation Common Stock
ADNT,1429377119.0,18.54,Adient plc Ordinary Shares 
PEBO,1425292501.0,39.66,Peoples Bancorp Inc. Common Stock
ARLO,1422109812.0,13.21,Arlo Technologies Inc. Common Stock
SCL,1421920377.0,62.55,Stepan Company Common Stock
DMLP,1421687176.0,28.96,Dorchester Minerals L.P. Common Units Representing Limited P
AAT,1418529427.0,23.1,American Assets Trust Inc. Common Stock
ATLC,1416881549.0,93.4,Atlanticus Holdings Corporation Common Stock
ORIC,1415895281.0,13.66,Oric Pharmaceuticals Inc. Common Stock
WLTH,1409969879.0,9.44,Wealthfront Corporation Common Stock
UMH,1409716256.0,16.51,UMH Properties Inc. Common Stock
GIII,1407899421.0,33.37,G-III Apparel Group LTD. Common Stock
TMP,1406072793.0,97.76,Tompkins Financial Corporation Common Stock
AZUL,1404205690.0,7.62,Azul S.A. American Depositary Shares each representing two (
WBTN,1400538242.0,10.32,WEBTOON Entertainment Inc. Common stock
MGTX,1400306882.0,14.58,MeiraGTx Holdings plc Ordinary Shares
ULCC,1399711888.0,6.08,Frontier Group Holdings Inc. Common Stock
XPEL,1398939754.0,50.74,XPEL Inc. Common Stock
VOR,1398005007.0,23.63,Vor Biopharma Inc. Common Stock
NAT,1396495622.0,6.59,Nordic American Tankers Limited Common Stock
LSPD,1396469042.0,10.47,Lightspeed Commerce Inc. Subordinate Voting Shares
UFCS,1394095926.0,54.23,United Fire Group Inc. Common Stock
CTBI,1392391995.0,76.64,Community Trust Bancorp Inc. Common Stock
REX,1382560713.0,41.98,REX American Resources Corporation
ALX,1382339111.0,270.66,Alexander's Inc. Common Stock
ANRO,1381322061.0,35.2,Alto Neuroscience Inc. Common Stock
CDRE,1380540464.0,32.24,Cadre Holdings Inc. Common Stock
POET,1377542380.0,7.96,POET Technologies Inc. Common Shares
SGML,1376147626.0,12.22,Sigma Lithium Corporation Common Shares
RCAT,1375192830.0,9.01,Red Cat Holdings Inc. Common Stock
DFH,1374775767.0,15.19,Dream Finders Homes Inc. Class A Common Stock
ESQ,1374475400.0,113.55,Esquire Financial Holdings Inc. Common Stock
WD,1373029800.0,40.0,Walker & Dunlop Inc Common Stock
NMAX,1371686050.0,10.62,Newsmax Inc. Class B Common Stock
ROCK,1371544091.0,46.2,Gibraltar Industries Inc. Common Stock
NBR,1370599149.0,85.87,Nabors Industries Ltd.
JBIO,1365753886.0,21.48,Jade Biosciences Inc. Common Stock
OMER,1365605581.0,18.86,Omeros Corporation Common Stock
CCEC,1363754778.0,22.62,Capital Clean Energy Carriers Corp. Common Share
CNOBP,1363465583.0,25.11,ConnectOne Bancorp Inc. Depositary Shares each representing 
DRTS,1363127990.0,14.74,Alpha Tau Medical Ltd. Ordinary Shares
LQDT,1362298751.0,43.48,Liquidity Services Inc. Common Stock
VTOL,1359678540.0,45.87,Bristow Group Inc. Common Stock
CLVT,1359286006.0,2.12,Clarivate Plc Ordinary Shares
SID,1359246296.0,1.02,Companhia Siderurgica Nacional S.A. Common Stock
RES,1357649199.0,6.12,RPC Inc. Common Stock
NEWP,1356562037.0,7.33,New Pacific Metals Corp. Common Shares
PCT,1355866382.0,6.75,PureCycle Technologies Inc. Common stock
LGIH,1353165672.0,58.2,LGI Homes Inc. Common Stock
BORR,1350530788.0,4.39,Borr Drilling Limited Common Shares
REAL,1349941021.0,11.1,The RealReal Inc. Common Stock
AFGE,1349132252.0,16.27,American Financial Group Inc. 4.500% Subordinated Debentures
MGRT,1347500000.0,98.0,Mega Fortune Company Limited Ordinary Shares
HLIT,1346970596.0,12.35,Harmonic Inc. Common Stock
WABC,1345300216.0,58.21,Westamerica Bancorporation Common Stock
PNTG,1344507381.0,38.49,The Pennant Group Inc. Common Stock 
GOLD,1344062691.0,46.34,Gold.com Inc. Common Stock
PRSU,1343168596.0,49.27,Pursuit Attractions and Hospitality Inc. Common Stock
FMBH,1341268403.0,50.42,First Mid Bancshares Inc. Common Stock
AFYA,1341173712.0,14.31,Afya Limited Class A Common Shares
TE,1338625515.0,4.54,T1 Energy Inc. Common Stock
UAN,1335209394.0,126.33,CVR Partners LP Common Units representing Limited Partner In
EPC,1330356531.0,28.86,Edgewell Personal Care Company Common Stock
WLDN,1328771458.0,87.23,Willdan Group Inc. Common Stock
NVGS,1328400376.0,21.53,Navigator Holdings Ltd. Ordinary Shares (Marshall Islands)
MNKD,1327978719.0,4.13,MannKind Corporation Common Stock
HLF,1327858825.0,12.67,Herbalife Ltd. Common Shares
SPTX,1325951724.0,24.77,Seaport Therapeutics Inc. Common Stock
ODC,1325175561.0,91.47,Oil-Dri Corporation Of America Common Stock
AMN,1324759342.0,34.2,AMN Healthcare Services Inc
ORC,1324368811.0,6.63,Orchid Island Capital Inc. Common Stock
NUTX,1320426154.0,192.82,Nutex Health Inc. Common Stock
MLTX,1319153618.0,15.5,MoonLake Immunotherapeutics Class A Ordinary Shares
TRUP,1318810687.0,30.06,Trupanion Inc. Common Stock
MUX,1317675205.0,21.48,McEwen Inc. Common Stock
FBYD,1316269137.0,10.86,Falcon's Beyond Global Inc. Class A Common Stock
APPS,1311211069.0,10.84,Digital Turbine Inc. Common Stock
CBRL,1300854972.0,58.2,Cracker Barrel Old Country Store Inc Common Stock
HBT,1299343317.0,35.73,HBT Financial Inc. Common Stock
IART,1298800850.0,16.7,Integra LifeSciences Holdings Corporation Common Stock
LZB,1297309253.0,32.39,La-Z-Boy Incorporated Common Stock
TBN,1295191071.0,37.16,Tamboran Resources Corporation Common stock
RYZ,1294871392.0,24.95,Ryerson Holding Corporation Common Stock
YSS,1292535063.0,9.41,York Space Systems Inc. Common Stock
CRON,1289813437.0,3.5,Cronos Group Inc. Common Share
NSSC,1289809838.0,36.06,NAPCO Security Technologies Inc. Common Stock
PUMP,1287194650.0,10.48,ProPetro Holding Corp. Common Stock
OSBC,1287155615.0,25.3,Old Second Bancorp Inc. Common Stock
SENEA,1286048307.0,189.95,Seneca Foods Corp. Class A Common Stock
DOLE,1284639775.0,13.6,Dole plc Ordinary Shares
RMIX,1283797520.0,17.47,Suncrete Inc. Class A Common Stock
CRSR,1282978734.0,11.86,Corsair Gaming Inc. Common Stock
LEG,1281887718.0,9.38,Leggett & Platt Incorporated Common Stock
AORT,1279850801.0,26.25,Artivion Inc. Common Stock
ASM,1277311638.0,7.52,Avino Silver & Gold Mines Ltd. Common Shares (Canada)
SENEB,1272845916.0,188.0,Seneca Foods Corp. Class B Common Stock
ASIC,1271022131.0,26.52,Ategrity Specialty Insurance Company Holdings Common Stock
EOSE,1267303749.0,3.48,Eos Energy Enterprises Inc. Class A Common Stock
UTI,1267190313.0,23.0,Universal Technical Institute Inc Common Stock
EFOR,1266080000.0,30.88,Everforth Inc. Common Stock
BRBR,1262199796.0,10.86,BellRing Brands Inc. Common Stock 
ARHS,1261590424.0,8.9,Arhaus Inc. Class A Common Stock
ODTX,1260815456.0,26.23,Odyssey Therapeutics Inc. Common Stock
LADR,1258503806.0,9.92,Ladder Capital Corp Class A Common Stock
YELP,1256474144.0,23.16,Yelp Inc. Common Stock
JCAP,1254173706.0,21.84,Jefferson Capital Inc. Common Stock
ACVA,1248937693.0,7.36,ACV Auctions Inc. Class A Common Stock
DJTWW,1247956320.0,4.49,Trump Media & Technology Group Corp. Warrants
MYE,1246286659.0,33.13,Myers Industries Inc. Common Stock
WINA,1244722480.0,346.51,Winmark Corporation Common Stock
CERT,1240902975.0,8.13,Certara Inc. Common Stock
CRI,1239002494.0,33.75,Carter's Inc. Common Stock
PDM,1236937975.0,9.88,Piedmont Realty Trust Inc. Class A Common Stock
SANA,1234862628.0,4.12,Sana Biotechnology Inc. Common Stock
IMTX,1233554403.0,9.2,Immatics N.V. Ordinary Shares
HBNB,1233350674.0,5.27,Hotel101 Global Holdings Corp. Class A Ordinary Shares
IRS,1230384630.0,15.18,IRSA Inversiones Y Representaciones S.A. Global Depositary S
OPY,1229707294.0,114.84,Oppenheimer Holdings Inc. Class A Common Stock (DE)
THRM,1227445047.0,39.98,Gentherm Inc Common Stock
GLUE,1227122366.0,14.38,Monte Rosa Therapeutics Inc. Common Stock
WAFDP,1223881237.0,16.54,WaFd Inc. Depositary Shares
PSEC,1220235553.0,2.33,Prospect Capital Corporation Common Stock
MMI,1219256942.0,32.2,Marcus & Millichap Inc. Common Stock
CRVS,1218071269.0,14.48,Corvus Pharmaceuticals Inc. Common Stock
TEN,1218058989.0,40.43,Tsakos Energy Navigation Ltd Common Shares
CLBK,1212673251.0,11.65,Columbia Financial Inc. Common Stock
CCO,1211643351.0,2.38,Clear Channel Outdoor Holdings Inc. Common Stock
CRML,1210363325.0,8.24,Critical Metals Corp. Ordinary Shares
QFIN,1209604968.0,9.94,Qfin Holdings Inc. American Depositary Shares
CRCT,1208494280.0,5.77,Cricut Inc. Class A Common Stock
UVE,1207837407.0,43.4,UNIVERSAL INSURANCE HOLDINGS INC Common Stock
UMAC,1206449596.0,24.15,Unusual Machines Inc. Common Stock
GO,1205858268.0,12.17,Grocery Outlet Holding Corp. Common Stock
AMRC,1203541665.0,22.68,Ameresco Inc. Class A Common Stock
NHP,1199649735.0,16.45,National Healthcare Properties Inc. Class A Common Stock
PRCT,1199596788.0,20.95,PROCEPT BioRobotics Corporation Common Stock
TNC,1195838112.0,70.14,Tennant Company Common Stock
LAC,1192596068.0,3.29,Lithium Americas Corp. Common Shares
GDRX,1190597404.0,3.49,GoodRx Holdings Inc. Class A Common Stock
RDWR,1187133578.0,28.06,Radware Ltd. Ordinary Shares
NCZ,1183219318.0,15.54,Virtus Convertible & Income Fund II Common Shares of Benefic
RZLV,1183157669.0,2.96,Rezolve AI PLC Ordinary Shares
HFWA,1183073360.0,28.91,Heritage Financial Corporation Common Stock
MRTN,1181644350.0,14.47,Marten Transport Ltd. Common Stock
TRIP,1181263888.0,10.08,TripAdvisor Inc. Common Stock
DEA,1181147560.0,24.96,Easterly Government Properties Inc. Common Stock
SPH,1179475002.0,17.68,Suburban Propane Partners L.P. Common Stock
KURA,1179173005.0,13.26,Kura Oncology Inc. Common Stock
USPH,1178893142.0,79.0,U.S. Physical Therapy Inc. Common Stock
SCCD,1178822971.0,24.9,Sachem Capital Corp. 6.00% Notes due 2026
ASA,1178636212.0,64.7,ASA  Gold and Precious Metals Limited
MBINM,1177622553.0,25.64,Merchants Bancorp Depositary Shares Each Representing a 1/40
LNN,1174506218.0,115.5,Lindsay Corporation Common Stock
SCCG,1173141897.0,24.78,Sachem Capital Corp. 8.00% Notes due 2027
EOSEW,1172620136.0,3.22,Eos Energy Enterprises Inc. Warrant
DFIN,1166822277.0,47.46,Donnelley Financial Solutions Inc. Common Stock 
IMPPP,1166512376.0,25.8,Imperial Petroleum Inc. 8.75% Series A Cumulative Redeemable
SHLS,1166318654.0,6.93,Shoals Technologies Group Inc. Class A Common Stock
WLFC,1165463398.0,55.12,Willis Lease Finance Corporation Common Stock
SCCE,1164146862.0,24.59,Sachem Capital Corp. 6.00% Notes due 2027
FUBO,1164037835.0,10.66,FuboTV Inc. Class A Common Stock
BVS,1163831619.0,13.84,Bioventus Inc. Class A Common Stock
SCCF,1163673439.0,24.58,Sachem Capital Corp. 7.125% Notes due 2027
BW,1163417165.0,7.81,Babcock & Wilcox Enterprises Inc. Common Stock
AVO,1160080665.0,13.13,Mission Produce Inc. Common Stock
LMRI,1159144585.0,12.06,Lumexa Imaging Holdings Inc. Common Stock
OI,1158594492.0,7.54,O-I Glass Inc. Common Stock
LU,1157029671.0,1.33,Lufax Holding Ltd American Depositary Shares each representi
