ticker,sector,industry
QXO,Industrials,
R,Industrials,Cargo Ground Transportation
RAL,Information Technology,
RARE,Health Care,
RBA,Industrials,
RBC,Industrials,
RBLX,Communication Services,
RBRK,Information Technology,
RCL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
RDDT,Communication Services,Interactive Media & Services
REG,Real Estate,Retail REITs
REGN,Health Care,Biotechnology
REXR,Real Estate,
REYN,Consumer Staples,
RF,Financials,Regional Banks
RGA,Financials,Reinsurance
RGEN,Health Care,Biotechnology
RGLD,Materials,Precious Metals & Minerals
RH,Consumer Discretionary,Homefurnishing Retail
RHI,Industrials,Human Resource & Employment Services
RITM,Financials,
RIVN,Consumer Discretionary,
RJF,Financials,Investment Banking & Brokerage
RKLB,Industrials,Aerospace & Defense
RKT,Financials,
RL,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
RLI,Financials,
RMD,Health Care,Health Care Equipment
RNG,Information Technology,
RNR,Financials,Reinsurance
ROIV,Health Care,
ROK,Industrials,Electrical Components & Equipment
ROKU,Communication Services,
ROL,Industrials,Environmental & Facilities Services
ROP,Industrials,Industrial Conglomerates
ROST,Consumer Discretionary,Apparel Retail
RPM,Materials,Specialty Chemicals
RPRX,Health Care,
RRC,Energy,Oil & Gas Exploration & Production
RRX,Industrials,Electrical Components & Equipment
RS,Materials,Steel
RSG,Industrials,Environmental & Facilities Services
RTX,Industrials,Aerospace & Defense
RVMD,Health Care,
RVTY,Health Care,Health Care Equipment
RYAN,Financials,
RYN,Real Estate,Timber REITs
S,Information Technology,
SAIA,Industrials,
SAIC,Industrials,Diversified Support Services
SAIL,Information Technology,Application Software
SAM,Consumer Staples,Brewers
SARO,Industrials,Aerospace & Defense
SBAC,Real Estate,Telecom Tower REITs
SBUX,Consumer Discretionary,Restaurants
SCCO,Materials,
SCHW,Financials,Investment Banking & Brokerage
SCI,Consumer Discretionary,Specialized Consumer Services
SEB,Consumer Staples,
SEE,Materials,Paper & Plastic Packaging Products & Materials
SEIC,Financials,Asset Management & Custody Banks
SF,Financials,Investment Banking & Brokerage
SFD,Consumer Staples,Packaged Foods & Meats
SFM,Consumer Staples,Food Retail
SGI,Consumer Discretionary,Home Furnishings
SHC,Health Care,
SHW,Materials,Specialty Chemicals
SIRI,Communication Services,Broadcasting
SITE,Industrials,
SJM,Consumer Staples,Packaged Foods & Meats
SKX,Consumer Discretionary,Footwear
SLB,Energy,Oil & Gas Equipment & Services
SLGN,Materials,"Metal, Glass & Plastic Containers"
SLM,Financials,Consumer Finance
SMCI,Information Technology,"Technology Hardware, Storage & Peripherals"
SMG,Materials,Fertilizers & Agricultural Chemicals
SMMT,Health Care,
SN,Consumer Discretionary,Household Appliances
SNA,Industrials,Industrial Machinery & Supplies & Components
SNDK,Information Technology,"Technology Hardware, Storage & Peripherals"
SNDR,Industrials,
SNOW,Information Technology,
SNPS,Information Technology,Application Software
SNV,Financials,Regional Banks
SNX,Information Technology,Technology Distributors
SO,Utilities,Electric Utilities
SOFI,Financials,
SOLV,Health Care,Health Care Equipment
SON,Materials,Paper & Plastic Packaging Products & Materials
SPG,Real Estate,Retail REITs
SPGI,Financials,Financial Exchanges & Data
SPOT,Communication Services,Movies & Entertainment
SPR,Industrials,
SRE,Utilities,Multi-Utilities
SRPT,Health Care,
SSB,Financials,Regional Banks
SSD,Industrials,Building Products
SSNC,Information Technology,
ST,Industrials,
STAG,Real Estate,
STE,Health Care,Health Care Equipment
STLD,Materials,Steel
STT,Financials,Asset Management & Custody Banks
STWD,Financials,
STZ,Consumer Staples,Distillers & Vintners
SUI,Real Estate,
SW,Materials,Paper & Plastic Packaging Products & Materials
SWK,Industrials,Industrial Machinery & Supplies & Components
SWKS,Information Technology,Semiconductors
SYF,Financials,Consumer Finance
SYK,Health Care,Health Care Equipment
SYY,Consumer Staples,Food Distributors
T,Communication Services,Integrated Telecommunication Services
TAP,Consumer Staples,Brewers
TDC,Information Technology,IT Consulting & Other Services
TDG,Industrials,Aerospace & Defense
TDY,Industrials,Aerospace & Defense
TEAM,Information Technology,Application Software
TECH,Health Care,Life Sciences Tools & Services
TEM,Health Care,
TER,Information Technology,Semiconductor Materials & Equipment
TFC,Financials,Regional Banks
TFSL,Financials,
TFX,Health Care,Health Care Equipment
TGT,Consumer Staples,Consumer Staples Merchandise Retail
THC,Health Care,Health Care Facilities
THG,Financials,Property & Casualty Insurance
THO,Consumer Discretionary,Leisure Products
TIGO,Communication Services,Integrated Telecommunication Services
TJX,Consumer Discretionary,Apparel Retail
TKO,Communication Services,Movies & Entertainment
TKR,Industrials,Industrial Machinery & Supplies & Components
TLN,Utilities,Independent Power Producers & Energy Traders
TMO,Health Care,Life Sciences Tools & Services
TMUS,Communication Services,Wireless Telecommunication Services
TNL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
TOL,Consumer Discretionary,Homebuilding
TOST,Information Technology,Transaction & Payment Processing Services
TPG,Financials,
TPL,Energy,Oil & Gas Exploration & Production
TPR,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
TREX,Industrials,Building Products
TRGP,Energy,Oil & Gas Storage & Transportation
TRMB,Information Technology,Electronic Equipment & Instruments
TROW,Financials,Asset Management & Custody Banks
TRU,Industrials,
TRV,Financials,Property & Casualty Insurance
TSCO,Consumer Discretionary,Other Specialty Retail
TSLA,Consumer Discretionary,Automobile Manufacturers
TSN,Consumer Staples,Packaged Foods & Meats
TT,Industrials,Building Products
TTC,Industrials,Agricultural & Farm Machinery
TTD,Communication Services,Advertising
TTEK,Industrials,Environmental & Facilities Services
TTWO,Communication Services,Interactive Home Entertainment
TW,Financials,
TWLO,Information Technology,
TXN,Information Technology,Semiconductors
TXRH,Consumer Discretionary,
TXT,Industrials,Aerospace & Defense
TYL,Information Technology,Application Software
U,Information Technology,
UA,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
UAA,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
UAL,Industrials,Passenger Airlines
UBER,Industrials,Passenger Ground Transportation
UDR,Real Estate,Multi-Family Residential REITs
UGI,Utilities,Gas Utilities
UHAL,Industrials,
UHAL.B,Industrials,
UHS,Health Care,Health Care Facilities
UI,Information Technology,
ULTA,Consumer Discretionary,Other Specialty Retail
UNH,Health Care,Managed Health Care
UNM,Financials,Life & Health Insurance
UNP,Industrials,Rail Transportation
UPS,Industrials,Air Freight & Logistics
URI,Industrials,Trading Companies & Distributors
USB,Financials,Diversified Banks
USFD,Consumer Staples,
UTHR,Health Care,Biotechnology
UWMC,Financials,
V,Financials,Transaction & Payment Processing Services
VEEV,Health Care,
VFC,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
VICI,Real Estate,Hotel & Resort REITs
VIK,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
VIRT,Financials,
VKTX,Health Care,Biotechnology
VLO,Energy,Oil & Gas Refining & Marketing
VLTO,Industrials,
VMC,Materials,Construction Materials
VMI,Industrials,Industrial Machinery & Supplies & Components
VNO,Real Estate,Office REITs
VNOM,Energy,Oil & Gas Storage & Transportation
VNT,Information Technology,Electronic Equipment & Instruments
VOYA,Financials,Multi-Sector Holdings
VRSK,Industrials,Research & Consulting Services
VRSN,Information Technology,Internet Services & Infrastructure
VRT,Industrials,
VRTX,Health Care,Biotechnology
VST,Utilities,
VTR,Real Estate,Health Care REITs
VTRS,Health Care,Pharmaceuticals
VVV,Materials,Commodity Chemicals
VZ,Communication Services,Integrated Telecommunication Services
W,Consumer Discretionary,
WAB,Industrials,Construction Machinery & Heavy Transportation Equipment
WAL,Financials,
WAT,Health Care,Health Care Distributors
WBA,Consumer Staples,Drug Retail
WBD,Communication Services,Broadcasting
WBS,Financials,Regional Banks
WCC,Industrials,
WDAY,Information Technology,Application Software
WDC,Information Technology,"Technology Hardware, Storage & Peripherals"
WEC,Utilities,Electric Utilities
WELL,Real Estate,Health Care REITs
WEN,Consumer Discretionary,Restaurants
WEX,Financials,Transaction & Payment Processing Services
WFC,Financials,Diversified Banks
WFRD,Energy,Oil & Gas Equipment & Services
WH,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
WHR,Consumer Discretionary,Household Appliances
WING,Consumer Discretionary,
WLK,Materials,
WM,Industrials,Environmental & Facilities Services
WMB,Energy,Oil & Gas Storage & Transportation
WMS,Industrials,
WMT,Consumer Staples,Consumer Staples Merchandise Retail
WPC,Real Estate,
WRB,Financials,Property & Casualty Insurance
WSC,Industrials,
WSM,Consumer Discretionary,Homefurnishing Retail
WSO,Industrials,Trading Companies & Distributors
WST,Health Care,Health Care Supplies
WTFC,Financials,Regional Banks
WTM,Financials,
WTRG,Utilities,Water Utilities
WTW,Financials,Insurance Brokers
WU,Information Technology,Data Processing & Outsourced Services
WWD,Industrials,Electrical Components & Equipment
WY,Real Estate,Timber REITs
WYNN,Consumer Discretionary,Casinos & Gaming
XEL,Utilities,Multi-Utilities
XOM,Energy,Integrated Oil & Gas
XP,Financials,Investment Banking & Brokerage
XPO,Industrials,Cargo Ground Transportation
XRAY,Health Care,Health Care Supplies
XYL,Industrials,Industrial Machinery & Supplies & Components
XYZ,Financials,Transaction & Payment Processing Services
YETI,Consumer Discretionary,Leisure Products
YUM,Consumer Discretionary,Restaurants
Z,Real Estate,
ZBH,Health Care,Health Care Equipment
ZBRA,Information Technology,Electronic Equipment & Instruments
ZG,Real Estate,
ZION,Financials,Regional Banks
ZM,Information Technology,Application Software
ZS,Information Technology,Application Software
ZTS,Health Care,Pharmaceuticals
