ticker_tv,ticker_yf,exchange,market_cap,price,sector,industry,technical_local,tech_score,tv_reco,analyst_bucket,analyst_mean,analyst_votes
MMM,MMM,NYQ,80440444915.48438,151.02499389648438,Industrials,Industrial Conglomerates,Sell,-2,SELL,Buy,2.11111,17.0
AOS,AOS,NYQ,9925408156.585693,70.83000183105469,Industrials,Building Products,Neutral,-1,NEUTRAL,Hold,2.6,12.0
AAON,AAON,NMS,6548546120.398804,80.31999969482422,Industrials,Building Products,Sell,-3,SELL,,,4.0
ACHC,ACHC,NMS,2162757379.0454865,23.420000076293945,Health Care,Health Care Facilities,Neutral,0,BUY,Buy,1.71429,14.0
AYI,AYI,NYQ,10119525893.408203,330.2200012207031,Industrials,Electrical Components & Equipment,Strong Buy,4,BUY,Buy,2.0,8.0
ADBE,ADBE,NMS,147405253857.42188,347.55499267578125,Information Technology,Application Software,Strong Sell,-4,STRONG_SELL,Buy,1.97436,34.0
ADT,ADT,NYQ,7056796836.116699,8.604999542236328,Consumer Discretionary,Security & Protection Services,Neutral,-1,NEUTRAL,Buy,2.2,5.0
WMS,WMS,NYQ,11132375930.768555,141.72000122070312,Industrials,Building Products & Equipment,Buy,2,BUY,Strong Buy,1.4,10.0
ACM,ACM,NYQ,16452442281.677246,124.22000122070312,Industrials,Construction & Engineering,Strong Buy,4,BUY,Strong Buy,1.53846,11.0
AES,AES,NYQ,9452463265.974487,13.274999618530273,Utilities,Independent Power Producers & Energy Traders,Neutral,1,NEUTRAL,Buy,2.35714,12.0
AMG,AMG,NYQ,6475401815.048218,227.91000366210938,Financials,Asset Management & Custody Banks,Strong Buy,4,BUY,Strong Buy,1.42857,7.0
AFRM,AFRM,NMS,27538591692.003906,84.56500244140625,Information Technology,Software - Infrastructure,Strong Buy,4,BUY,Buy,1.78261,19.0
AFL,AFL,NYQ,56857883154.740234,106.30999755859375,Financials,Life & Health Insurance,Neutral,0,,,,13.0
AGCO,AGCO,NYQ,8082113679.821777,108.30999755859375,Industrials,Agricultural & Farm Machinery,Sell,-2,,Hold,2.6,13.0
A,A,NYQ,35386469913.482666,124.81999969482422,Health Care,Health Care Equipment,Strong Buy,4,,Buy,2.22222,15.0
ADC,ADC,NYQ,8000778946.121216,72.06999969482422,Real Estate,REIT - Retail,Sell,-3,,Buy,1.71429,19.0
AGNC,AGNC,NMS,10318683592.0,9.875,Financials,REIT - Mortgage,Strong Buy,6,,Buy,2.06667,12.0
AL,AL,NYQ,7131165859.107971,63.80500030517578,Industrials,Rental & Leasing Services,Strong Buy,6,,Strong Buy,1.33333,3.0
APD,APD,NYQ,64950158544.98291,291.8399963378906,Materials,Industrial Gases,Neutral,-1,,Buy,2.04167,22.0
ABNB,ABNB,NMS,76561806521.6128,125.12000274658203,Consumer Discretionary,"Hotels, Resorts & Cruise lines",Sell,-2,,Hold,2.64444,35.0
AKAM,AKAM,NMS,11057928713.821411,77.12000274658203,Information Technology,Internet Services & Infrastructure,Neutral,-1,,Buy,2.375,22.0
ALK,ALK,NYQ,7255304988.861084,62.91999816894531,Industrials,Passenger Airlines,Buy,2,,Strong Buy,1.42857,14.0
ALB,ALB,NYQ,9407579307.312012,79.94000244140625,Materials,Specialty Chemicals,Neutral,-1,,Hold,2.64,22.0
ACI,ACI,NYQ,10737846757.731445,19.18000030517578,Consumer Staples,Food Retail,Strong Sell,-4,,Buy,2.1,16.0
AA,AA,NYQ,8122164018.250122,31.3700008392334,Materials,Aluminum,Neutral,1,,Buy,2.08333,11.0
ARE,ARE,NYQ,13910347001.259033,81.4800033569336,Real Estate,Office REITs,Buy,2,,Buy,2.41667,12.0
ALGN,ALGN,NMS,9602273496.484375,132.47000122070312,Health Care,Health Care Supplies,Strong Sell,-4,,Buy,2.0,14.0
ALGM,ALGM,NMS,5665861023.944855,29.5049991607666,Information Technology,Semiconductors,Strong Sell,-4,,Strong Buy,1.33333,12.0
LNT,LNT,NMS,16577070222.86499,64.51000213623047,Utilities,Electric Utilities,Neutral,-1,,Buy,2.18182,10.0
ALSN,ALSN,NYQ,7418423770.4574585,87.8550033569336,Industrials,Auto Parts,Neutral,-1,,Buy,2.44444,9.0
ALL,ALL,NYQ,53565294452.09863,203.27999877929688,Financials,Property & Casualty Insurance,Neutral,1,,Buy,1.86364,19.0
ALLY,ALLY,NYQ,12521601371.609375,40.66999816894531,Financials,Credit Services,Strong Buy,4,,Buy,2.1,17.0
ALNY,ALNY,NMS,58376689485.076904,445.3550109863281,Health Care,Biotechnology,Neutral,0,,Buy,1.8125,28.0
MO,MO,NYQ,111771490495.6211,66.53500366210938,Consumer Staples,Tobacco,Buy,2,,Hold,2.66667,12.0
DOX,DOX,NMS,9251976845.031738,84.11499786376953,Information Technology,Software - Infrastructure,Sell,-2,,Strong Buy,1.14286,6.0
AMTM,AMTM,NYQ,6022392552.0,24.75,Industrials,Diversified Support Services,Neutral,-1,,,,9.0
AEE,AEE,NYQ,26965283934.570312,99.72000122070312,Utilities,Multi-Utilities,Neutral,1,,Buy,1.92857,13.0
AAL,AAL,NMS,8871400596.076172,13.444999694824219,Industrials,Passenger Airlines,Buy,2,,Buy,2.22727,20.0
AEP,AEP,NMS,58704446232.88867,109.7699966430664,Utilities,Electric Utilities,Sell,-2,,Hold,2.57895,15.0
AFG,AFG,NYQ,11420875972.700195,136.9499969482422,Financials,Multi-line Insurance,Strong Buy,4,,Hold,2.66667,5.0
AMH,AMH,NYQ,14489906429.44336,34.720001220703125,Real Estate,REIT - Residential,Strong Sell,-4,,Buy,2.04545,20.0
AIG,AIG,NYQ,45004512678.61719,81.23500061035156,Financials,Property & Casualty Insurance,Neutral,1,,Buy,2.31579,18.0
AMT,AMT,NYQ,92658200239.67969,197.19000244140625,Real Estate,Telecom Tower REITs,Strong Sell,-4,,Buy,1.7619,19.0
AWK,AWK,NYQ,27448479911.835938,140.69000244140625,Utilities,Water Utilities,Sell,-2,,Hold,2.92308,10.0
COLD,COLD,NYQ,3981689363.418335,13.9350004196167,Real Estate,REIT - Industrial,Strong Sell,-6,,Buy,1.86667,15.0
AMP,AMP,NYQ,47603386330.45654,504.9599914550781,Financials,Asset Management & Custody Banks,Sell,-2,,,,10.0
AME,AME,NYQ,42322320500.0,183.25,Industrials,Electrical Components & Equipment,Neutral,-1,,Buy,1.70588,16.0
AMGN,AMGN,NMS,152453342686.03906,283.17999267578125,Health Care,Biotechnology,Strong Sell,-4,,Buy,2.41935,26.0
AMKR,AMKR,NMS,5859760493.413818,23.709999084472656,Information Technology,Semiconductors,Neutral,-1,,,,8.0
APH,APH,NYQ,133623596031.88477,109.44499969482422,Information Technology,Electronic Components,Neutral,0,,,,16.0
ADI,ADI,NMS,119313847489.70898,242.52999877929688,Information Technology,Semiconductors,Buy,3,,Buy,1.74286,32.0
AU,AU,NYQ,30001982666.8396,59.439998626708984,Materials,Gold,Strong Buy,6,,Buy,2.33333,6.0
NLY,NLY,NYQ,13685850964.985596,21.315000534057617,Financials,REIT - Mortgage,Strong Buy,4,,Buy,2.0,11.0
AM,AM,NYQ,8539636675.299316,17.850000381469727,Energy,Oil & Gas Midstream,Neutral,1,,Hold,3.375,7.0
AR,AR,NYQ,9884247860.22522,31.9950008392334,Energy,Oil & Gas E&P,Neutral,1,,Buy,1.90476,21.0
APA,APA,NMS,8139631136.0,22.75,Energy,Oil & Gas Exploration & Production,Strong Buy,4,,Hold,2.96552,28.0
APG,APG,NYQ,14352294181.9458,34.5099983215332,Industrials,Construction & Engineering,Sell,-2,,Strong Buy,1.4,10.0
APLS,APLS,NMS,3519702405.986786,27.8700008392334,Health Care,Biotechnology,Neutral,0,,Buy,1.95238,18.0
APO,APO,NYQ,74889774839.94727,130.9199981689453,Financials,Asset Management & Custody Banks,Strong Sell,-6,,Buy,1.73684,16.0
APPF,APPF,NGM,9851687296.23413,274.7799987792969,Information Technology,Application Software,Neutral,1,,Buy,2.0,4.0
AIT,AIT,NYQ,9956216974.91455,260.8599853515625,Industrials,Trading Companies & Distributors,Neutral,-1,,Strong Buy,1.5,6.0
AMAT,AMAT,NMS,123375940172.22656,154.8699951171875,Information Technology,Semiconductor Materials & Equipment,Strong Sell,-4,,Buy,1.78378,31.0
APP,APP,NMS,166876501573.21582,488.0899963378906,Information Technology,Application Software,Strong Buy,4,,Buy,1.76,21.0
ATR,ATR,NYQ,8909019733.528137,135.22999572753906,Materials,"Metal, Glass & Plastic Containers",Strong Sell,-4,,,,6.0
ARMK,ARMK,NYQ,10185476560.0,38.75,Consumer Discretionary,Specialty Business Services,Strong Sell,-4,,Strong Buy,1.53333,15.0
ADM,ADM,NYQ,29663742559.171875,61.720001220703125,Consumer Staples,Agricultural Products & Services,Buy,2,,Hold,2.90909,10.0
ARES,ARES,NYQ,57386083961.13867,175.64999389648438,Financials,Asset Management,Sell,-2,,,,13.0
ANET,ANET,NYQ,171908388767.07422,136.77499389648438,Information Technology,Communications Equipment,Strong Buy,4,,Strong Buy,1.57143,24.0
AWI,AWI,NYQ,8383891017.388916,193.80999755859375,Industrials,Building Products & Equipment,Neutral,0,,,,9.0
ARW,ARW,NYQ,6403489456.058502,123.8550033569336,Information Technology,Technology Distributors,Neutral,-1,,,,4.0
AJG,AJG,NYQ,78763948048.0957,304.30999755859375,Financials,Insurance Brokers,Buy,2,,Buy,2.05882,15.0
ASH,ASH,NYQ,2484578187.8967285,54.36000061035156,Materials,Diversified Chemicals,Neutral,1,,Buy,1.81818,9.0
AIZ,AIZ,NYQ,10834095170.776367,214.7100067138672,Financials,Multi-line Insurance,Neutral,0,,,,6.0
ALAB,ALAB,NMS,29258699868.679688,176.02499389648438,Information Technology,Semiconductors,Neutral,0,,Strong Buy,1.5625,16.0
ASTS,ASTS,NMS,16463146638.253906,45.91999816894531,Communication Services,Wireless Telecommunication Services,Strong Sell,-4,,Buy,1.9,8.0
ATI,ATI,NYQ,10516582020.629883,76.30000305175781,Industrials,Aerospace & Defense,Neutral,1,,Strong Buy,1.54545,9.0
ATO,ATO,NYQ,26502513379.760742,165.10000610351562,Utilities,Gas Utilities,Buy,2,,Hold,2.5,10.0
AUR,AUR,NMS,10601420914.578735,5.744999885559082,Information Technology,Information Technology Services,Sell,-2,,Buy,2.2,9.0
ADSK,ADSK,NMS,67375559753.43652,314.9200134277344,Information Technology,Application Software,Strong Buy,4,,Buy,1.6129,29.0
ADP,ADP,NMS,120868885500.5918,298.4100036621094,Industrials,Human Resource & Employment Services,Strong Sell,-4,,Hold,2.8,12.0
AN,AN,NYQ,8312665013.153076,220.4600067138672,Consumer Discretionary,Automotive Retail,Strong Buy,4,,,,11.0
AZO,AZO,NYQ,70051929516.94336,4187.52978515625,Consumer Discretionary,Automotive Retail,Buy,2,,Buy,1.65385,22.0
AVB,AVB,NYQ,27175220993.78369,190.86000061035156,Real Estate,Multi-Family Residential REITs,Neutral,-1,,Buy,2.43478,20.0
AVTR,AVTR,NYQ,8866015877.058838,13.005000114440918,Health Care,Medical Instruments & Supplies,Neutral,-1,,Buy,2.3,17.0
AVY,AVY,NYQ,12978477116.845703,166.42999267578125,Materials,Paper & Plastic Packaging Products & Materials,Strong Sell,-6,,Buy,2.15385,12.0
CAR,CAR,NMS,5552433486.747742,157.3699951171875,Industrials,Passenger Ground Transportation,Buy,3,,Hold,2.77778,8.0
AVT,AVT,NMS,4372193608.950623,52.3849983215332,Information Technology,Technology Distributors,Strong Sell,-4,,Hold,3.0,4.0
AXTA,AXTA,NYQ,6685639561.756134,30.8700008392334,Materials,Specialty Chemicals,Neutral,1,,Buy,1.94737,18.0
AXON,AXON,NMS,56280587295.72754,716.9099731445312,Industrials,Aerospace & Defense,Sell,-2,,,,14.0
BKR,BKR,NMS,44855849753.23926,44.98500061035156,Energy,Oil & Gas Equipment & Services,Strong Buy,4,,Buy,1.91304,21.0
BALL,BALL,NYQ,13656436501.613281,50.18000030517578,Materials,"Metal, Glass & Plastic Containers",Sell,-2,,Buy,2.21429,13.0
OZK,OZK,NMS,5894503736.251831,52.33000183105469,Financials,Regional Banks,Strong Buy,4,,Hold,2.55556,9.0
BBWI,BBWI,NYQ,6290795927.192688,30.510000228881836,Consumer Discretionary,Other Specialty Retail,Neutral,-1,,Buy,1.6875,15.0
BAX,BAX,NYQ,12108615278.261719,23.575000762939453,Health Care,Health Care Equipment,Strong Sell,-4,,,,15.0
BDX,BDX,NYQ,53986198706.23242,188.35000610351562,Health Care,Health Care Equipment,Sell,-3,,Buy,2.38462,10.0
BRBR,BRBR,NYQ,5292377578.548431,42.0099983215332,Consumer Staples,Packaged Foods & Meats,Neutral,0,,Strong Buy,1.46667,14.0
BSY,BSY,NMS,16409737271.39502,54.04499816894531,Information Technology,Software - Application,Neutral,1,,,,13.0
BBY,BBY,NYQ,15853139521.565918,75.01000213623047,Consumer Discretionary,Computer & Electronics Retail,Buy,2,,Buy,2.37037,21.0
BILL,BILL,NYQ,4680015372.463226,46.04999923706055,Information Technology,Software - Application,Neutral,0,,Buy,2.125,21.0
BIO,BIO,NYQ,7626441906.665039,287.92498779296875,Health Care,Life Sciences Tools & Services,Neutral,0,,Buy,2.16667,6.0
TECH,TECH,NMS,8281482261.08551,53.2400016784668,Health Care,Life Sciences Tools & Services,Sell,-3,,Strong Buy,1.5,13.0
BIIB,BIIB,NMS,20875045554.933594,142.3800048828125,Health Care,Biotechnology,Strong Buy,4,,Buy,2.26471,28.0
BMRN,BMRN,NMS,11328885472.0,59.0,Health Care,Biotechnology,Buy,3,,Strong Buy,1.59259,26.0
BJ,BJ,NYQ,12809026820.831299,97.22000122070312,Consumer Staples,Hypermarkets & Super Centers,Sell,-2,,Buy,2.04348,19.0
BLK,BLK,NYQ,169776174082.92188,1096.3699951171875,Financials,Asset Management & Custody Banks,Sell,-2,,,,15.0
HRB,HRB,NYQ,6808526255.264282,50.83000183105469,Consumer Discretionary,Specialized Consumer Services,Sell,-2,,Hold,3.25,2.0
XYZ,XYZ,NYQ,46102836245.72754,75.62999725341797,Financials,Transaction & Payment Processing Services,Neutral,-1,,Buy,1.97727,36.0
OWL,OWL,NYQ,27666322362.055176,17.854999542236328,Financials,Asset Management,Strong Sell,-6,,Buy,1.71429,12.0
BK,BK,NYQ,73366222865.83008,104.02999877929688,Financials,Asset Management & Custody Banks,Buy,2,,,,13.0
BA,BA,NYQ,175148884938.2578,231.6300048828125,Industrials,Aerospace & Defense,Buy,3,,Buy,1.62963,24.0
BOKF,BOKF,NMS,7082778007.150269,111.34500122070312,Financials,Banks - Regional,Strong Buy,4,,,,10.0
BKNG,BKNG,NMS,179222695762.5,5529.875,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Sell,-3,,Buy,1.78947,36.0
BAH,BAH,NYQ,13262209058.738708,107.6050033569336,Industrials,Consulting Services,Sell,-3,,,,11.0
BWA,BWA,NYQ,9285423253.70105,42.90999984741211,Consumer Discretionary,Automotive Parts & Equipment,Buy,2,,,,15.0
SAM,SAM,NYQ,2324931256.22406,218.1374969482422,Consumer Staples,Brewers,Sell,-3,,Hold,2.9375,14.0
BSX,BSX,NYQ,158087912824.59375,106.69000244140625,Health Care,Health Care Equipment,Strong Buy,4,,Strong Buy,1.36364,31.0
BYD,BYD,NYQ,6888548563.78833,84.91999816894531,Consumer Discretionary,Casinos & Gaming,Neutral,1,,Buy,2.125,13.0
BFAM,BFAM,NYQ,6577235321.779633,115.6500015258789,Consumer Discretionary,Personal Services,Strong Sell,-4,,,,9.0
BHF,BHF,NMS,2554140677.5131226,44.689998626708984,Financials,Life & Health Insurance,Strong Sell,-4,,Hold,3.0,9.0
BMY,BMY,NYQ,96836059552.91748,47.57500076293945,Health Care,Health Care Distributors,Neutral,-1,,Hold,2.69231,21.0
BRX,BRX,NYQ,8573861070.06073,28.010000228881836,Real Estate,Retail REITs,Strong Buy,4,,Strong Buy,1.52941,17.0
BR,BR,NYQ,29258851588.104248,248.38999938964844,Industrials,Data Processing & Outsourced Services,Sell,-2,,,,8.0
BAM,BAM,NYQ,94166640964.6875,58.22999954223633,Financials,Asset Management & Custody Banks,Sell,-2,,,,15.0
BEPC,BEPC,NYQ,5929633075.012207,32.900001525878906,Utilities,Utilities - Renewable,Strong Sell,-4,,Hold,2.5,5.0
BRO,BRO,NYQ,31442283730.999023,95.32499694824219,Financials,Insurance Brokers,Strong Sell,-4,,Buy,2.42857,12.0
BF.A,BF-A,NYQ,13464154311.999878,28.7549991607666,Consumer Staples,Distillers & Vintners,Strong Sell,-4,,,,
BF.B,BF-B,NYQ,13472576815.392578,28.344999313354492,Consumer Staples,Distillers & Vintners,Strong Sell,-4,,Hold,3.0,18.0
BRKR,BRKR,NMS,4417298883.194275,29.114999771118164,Health Care,Health Care Equipment,Strong Sell,-6,,Buy,2.16667,10.0
BC,BC,NYQ,4149158998.3444214,63.5099983215332,Consumer Discretionary,Leisure Products,Buy,2,,Buy,2.16667,15.0
BLDR,BLDR,NYQ,15058712474.945068,136.22000122070312,Industrials,Building Products,Sell,-3,,Buy,1.77778,19.0
BG,BG,NYQ,16381418582.702637,81.48500061035156,Consumer Staples,Agricultural Products & Services,Neutral,-1,,Buy,1.77778,9.0
BURL,BURL,NYQ,18380375419.158936,291.5899963378906,Consumer Discretionary,Apparel Retail,Strong Buy,4,,Strong Buy,1.27778,16.0
BWXT,BWXT,NYQ,14596372749.873291,159.6999969482422,Industrials,Aerospace & Defense,Neutral,-1,,,,10.0
BXP,BXP,NYQ,12805173477.85498,73.2750015258789,Real Estate,Office REITs,Buy,2,,Buy,2.2381,18.0
CHRW,CHRW,NMS,15181778671.691895,128.55999755859375,Industrials,Air Freight & Logistics,Buy,2,,Buy,2.07692,25.0
CACI,CACI,NYQ,10375056226.831055,471.7349853515625,Industrials,Diversified Support Services,Sell,-2,,,,13.0
CDNS,CDNS,NMS,94822629516.3164,344.19500732421875,Information Technology,Application Software,Neutral,-1,,Buy,1.69565,23.0
CZR,CZR,NMS,5213319591.079712,25.065000534057617,Consumer Discretionary,Casinos & Gaming,Strong Sell,-4,,Strong Buy,1.52941,17.0
CPT,CPT,NYQ,11695060523.910522,109.44999694824219,Real Estate,Multi-Family Residential REITs,Neutral,-1,,Buy,2.29167,22.0
CPB,CPB,NMS,9982882696.204102,33.48500061035156,Consumer Staples,Packaged Foods & Meats,Buy,2,,Hold,3.04762,19.0
COF,COF,NYQ,140738509113.40234,220.07000732421875,Financials,Consumer Finance,Buy,3,,,,21.0
CAH,CAH,NYQ,36025945420.66406,150.1300048828125,Health Care,Health Care Distributors,Neutral,-1,,Buy,1.6875,13.0
CSL,CSL,NYQ,16075545668.814087,376.0299987792969,Industrials,Industrial Conglomerates,Strong Sell,-4,,,,7.0
CG,CG,NMS,22726213686.825806,62.8307991027832,Financials,Asset Management,Neutral,-1,,Buy,2.1875,15.0
KMX,KMX,NYQ,9104867965.20996,60.66999816894531,Consumer Discretionary,Automotive Retail,Neutral,-1,,Buy,2.0,16.0
CCL,CCL,NYQ,43140807568.60986,31.229999542236328,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Strong Buy,4,,Buy,1.71429,22.0
CRS,CRS,NYQ,11757146389.260864,235.85000610351562,Materials,Steel,Strong Sell,-4,,,,6.0
CARR,CARR,NYQ,52840016709.6958,62.09000015258789,Industrials,Building Products,Strong Sell,-4,,,,22.0
CVNA,CVNA,NYQ,114887165071.83398,360.6600036621094,Consumer Discretionary,Automotive Retail,Buy,3,,Buy,2.18182,20.0
CASY,CASY,NMS,18519484153.83911,498.0899963378906,Consumer Staples,Food Retail,Sell,-2,,Strong Buy,1.53333,13.0
CAT,CAT,NYQ,193350656753.6338,412.7200012207031,Industrials,Construction Machinery & Heavy Transportation Equipment,Sell,-2,,Buy,2.04,22.0
CAVA,CAVA,NYQ,7648905185.36377,65.96499633789062,Consumer Discretionary,Restaurants,Strong Sell,-6,,Buy,1.82353,14.0
CBOE,CBOE,BTS,24472491213.83667,233.98500061035156,Financials,Financial Exchanges & Data,Neutral,0,,Hold,3.0,15.0
CBRE,CBRE,NYQ,46965919744.884766,157.83999633789062,Real Estate,Real Estate Services,Neutral,-1,,Buy,1.83333,11.0
CCCS,CCCS,NMS,6379042539.606812,9.795000076293945,Information Technology,Software - Application,Neutral,1,,,,12.0
CDW,CDW,NMS,21230572109.939575,161.99000549316406,Information Technology,Technology Distributors,Strong Sell,-4,,,,10.0
CE,CE,NYQ,4930599750.0,44.75,Materials,Specialty Chemicals,Strong Sell,-4,,,,16.0
CELH,CELH,NCM,15687384833.836304,60.85499954223633,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,Buy,2,,Buy,1.85714,20.0
COR,COR,NYQ,57151356603.33252,294.7799987792969,Health Care,Health Care Distributors,Neutral,1,,Buy,1.6875,14.0
CNC,CNC,NYQ,15091079319.121216,29.920000076293945,Health Care,Managed Health Care,Neutral,1,,Hold,2.61111,16.0
CNP,CNP,NYQ,24505288576.220703,37.53499984741211,Utilities,Multi-Utilities,Neutral,1,,Buy,2.375,14.0
CERT,CERT,NMS,1692173815.4907227,10.53499984741211,Health Care,Health Information Services,Sell,-3,,,,9.0
CF,CF,NYQ,14004310591.796875,85.78759765625,Materials,Fertilizers & Agricultural Chemicals,Neutral,0,,Hold,2.7,18.0
CRL,CRL,NYQ,7941203342.037964,161.36000061035156,Health Care,Life Sciences Tools & Services,Neutral,1,,Buy,2.38889,15.0
SCHW,SCHW,NYQ,173153831639.59766,95.38999938964844,Financials,Investment Banking & Brokerage,Neutral,-1,,,,19.0
CHTR,CHTR,NMS,35718548592.0,261.5,Communication Services,Cable & Satellite,Strong Sell,-4,,Buy,2.36364,20.0
CHE,CHE,NYQ,6716970707.485962,460.9599914550781,Health Care,Health Care Services,Neutral,-1,,Strong Buy,1.25,4.0
LNG,LNG,NYQ,52805854771.728516,240.27999877929688,Energy,Oil & Gas Midstream,Strong Buy,4,,Buy,1.6087,21.0
CHWY,CHWY,NYQ,16793314651.421143,40.68000030517578,Consumer Discretionary,Other Specialty Retail,Strong Buy,4,,Buy,2.03448,21.0
CMG,CMG,NYQ,55961627618.4082,41.73500061035156,Consumer Discretionary,Restaurants,Strong Sell,-4,,Strong Buy,1.58824,31.0
CHH,CHH,NYQ,5426473679.47998,117.28250122070312,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Strong Sell,-6,,Hold,2.73333,14.0
CHRD,CHRD,NMS,6195898948.578644,108.20999908447266,Energy,Oil & Gas Exploration & Production,Neutral,0,,Strong Buy,1.53333,15.0
CHD,CHD,NYQ,22706793921.289307,93.20999908447266,Consumer Staples,Household Products,Neutral,1,,,,19.0
CHDN,CHDN,NMS,7101488030.677368,101.2699966430664,Consumer Discretionary,Casinos & Gaming,Strong Sell,-6,,Strong Buy,1.27273,11.0
CIEN,CIEN,NYQ,13319599666.327148,94.22000122070312,Information Technology,Communications Equipment,Strong Buy,4,,Buy,2.11765,16.0
CI,CI,NYQ,80239894372.5586,300.6050109863281,Health Care,Managed Health Care,Neutral,0,,Buy,1.66667,23.0
CINF,CINF,NMS,23952111633.666992,153.1699981689453,Financials,Property & Casualty Insurance,Neutral,1,,Buy,2.125,6.0
CTAS,CTAS,NMS,82554070048.19824,204.86000061035156,Industrials,Diversified Support Services,Strong Sell,-4,,Hold,2.75,16.0
CRUS,CRUS,NMS,5752286206.677246,112.05999755859375,Information Technology,Semiconductors,Neutral,1,,Strong Buy,1.57143,6.0
C,C,NYQ,173081408811.58105,94.0199966430664,Financials,Diversified Banks,Neutral,-1,,Buy,1.81818,21.0
CFG,CFG,NYQ,22108793045.69043,51.255001068115234,Financials,Regional Banks,Strong Buy,4,,,,19.0
CIVI,CIVI,NYQ,3250976015.1672363,35.084999084472656,Energy,Oil & Gas Exploration & Production,Buy,2,,Buy,2.25,15.0
CLH,CLH,NYQ,12851175743.61267,239.61500549316406,Industrials,Environmental & Facilities Services,Neutral,-1,,Strong Buy,1.4,9.0
CWEN.A,CWEN-A,NYQ,5688499359.558105,27.200000762939453,Utilities,Utilities - Renewable,Sell,-2,,,,9.0
CWEN,CWEN,NYQ,5693882304.734619,28.739999771118164,Utilities,Utilities - Renewable,Strong Sell,-4,,,,5.0
CLF,CLF,NYQ,5137902194.570618,10.38599967956543,Materials,Steel,Neutral,1,,Buy,2.41667,11.0
CLX,CLX,NYQ,14962671403.022766,122.33499908447266,Consumer Staples,Household Products,Neutral,1,,Hold,3.15789,17.0
NET,NET,NYQ,71292444924.80957,204.5800018310547,Information Technology,Software - Infrastructure,Buy,3,,Buy,2.11765,29.0
CME,CME,NMS,96553014439.08691,267.9200134277344,Financials,Financial Exchanges & Data,Sell,-2,,Hold,2.77778,18.0
CMS,CMS,NYQ,21375514017.47754,71.41000366210938,Utilities,Multi-Utilities,Neutral,0,,Buy,2.25,13.0
CNA,CNA,NYQ,13253111374.5802,48.96500015258789,Financials,Insurance - Property & Casualty,Neutral,0,,,,1.0
COKE,COKE,NMS,10015197232.847595,116.29000091552734,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,Neutral,-1,,,,
CGNX,CGNX,NMS,7311161995.927734,43.54499816894531,Information Technology,Electronic Equipment & Instruments,Buy,2,,Buy,2.0,18.0
CTSH,CTSH,NMS,34969152854.766846,71.5999984741211,Information Technology,IT Consulting & Other Services,Neutral,-1,,Buy,2.48,22.0
COHR,COHR,NYQ,13671888048.0,87.75,Information Technology,Electronic Components,Sell,-2,,,,19.0
COIN,COIN,NMS,77687769916.25977,302.3599853515625,Financials,Financial Data & Stock Exchanges,Sell,-2,,Buy,2.30303,29.0
CL,CL,NYQ,67405631966.04736,83.4000015258789,Consumer Staples,Household Products,Strong Sell,-4,,Buy,2.1,18.0
COLB,COLB,NMS,7908585436.705444,26.434999465942383,Financials,Regional Banks,Buy,2,,Hold,2.66667,12.0
COLM,COLM,NMS,3089033723.5725403,56.400001525878906,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Neutral,1,,,,8.0
CMCSA,CMCSA,NMS,124630549793.30566,33.755001068115234,Communication Services,Cable & Satellite,Neutral,-1,,Buy,2.24138,27.0
CMA,CMA,NYQ,8883648353.004456,69.12000274658203,Financials,Diversified Banks,Buy,2,,Hold,3.18182,20.0
FIX,FIX,NYQ,24644834069.091797,698.52001953125,Industrials,Construction & Engineering,Buy,2,,,,5.0
CBSH,CBSH,NMS,8134441317.832947,60.959999084472656,Financials,Regional Banks,Strong Sell,-4,,Hold,3.0,6.0
CAG,CAG,NYQ,9174171254.89746,19.165000915527344,Consumer Staples,Packaged Foods & Meats,Neutral,-1,,Hold,3.0,18.0
CNXC,CNXC,NMS,3286759061.1686707,52.150001525878906,Information Technology,Data Processing & Outsourced Services,Buy,3,,Buy,2.0,6.0
CFLT,CFLT,NMS,6513938037.811279,18.895000457763672,Information Technology,Software - Infrastructure,Neutral,-1,,Buy,1.8,31.0
COP,COP,NYQ,118549385550.5625,94.91999816894531,Energy,Oil & Gas Exploration & Production,Neutral,-1,,Strong Buy,1.57692,26.0
ED,ED,NYQ,35024718209.56421,97.11499786376953,Utilities,Electric Utilities,Neutral,0,,Hold,3.1875,14.0
STZ,STZ,NYQ,25964148537.902344,147.2550048828125,Consumer Staples,Distillers & Vintners,Strong Sell,-6,,Buy,1.88,23.0
CEG,CEG,NMS,95634977030.125,306.1239929199219,Utilities,Multi-Utilities,Strong Sell,-4,,Buy,1.85714,12.0
COO,COO,NMS,13145251097.085205,66.12000274658203,Health Care,Health Care Supplies,Strong Sell,-6,,Buy,1.94118,15.0
CPRT,CPRT,NMS,46659497712.79907,48.255001068115234,Industrials,Diversified Support Services,Neutral,1,,Buy,2.36364,8.0
CORT,CORT,NCM,7475089937.255859,70.94000244140625,Health Care,Pharmaceuticals,Buy,3,,,,4.0
